id,name,wiki_url,last_update,age_groups,simple_description,clinical_description
DB13303,Febarbamate,http://en.wikipedia.org/wiki/Febarbamate,2021-02-21,,,
DB16248,Nanoparticle Epirubicin,,2020-12-20,,,
DB01228,Encainide,http://en.wikipedia.org/wiki/Encainide,2020-06-12,,A medication that was previously used to treat irregular heartbeats.,"A voltage-gated sodium channel blocker used for management of atrial or ventricular fibrillation, atrial flutter, and ventricular tachycardia, that is no longer used due to proarrhythmic adverse effects."
DB05219,Crisaborole,http://en.wikipedia.org/wiki/Crisaborole,2022-05-02,,An anti-inflammatory used to treat skin conditions such as eczema.,A non-steroidal topical medication used for the treatment of mild-moderate atopic dermatitis.
DB15359,Xanthohumol,http://en.wikipedia.org/wiki/Xanthohumol,2020-06-12,,,
DB04444,Tetrafluoroaluminate Ion,,2020-06-12,,,
DB04587,2'-O-butyl-5-methyluridine,,2020-06-12,,,
DB16075,8-Chloroadenosine,,2020-12-20,,,
DB04324,Ovalicin,,2020-06-12,,,
DB12083,Mafosfamide,http://en.wikipedia.org/wiki/Mafosfamide,2021-02-21,,,
DB14096,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",,2021-07-14,,,
DB10845,Phycomyces blakesleeanus,http://en.wikipedia.org/wiki/Phycomyces_blakesleeanus,2020-06-12,,An extract from Phycomyces blakesleeanus used in allergy testing.,An extract from Phycomyces blakesleeanus used in allergy testing.
DB03811,Histidinol,,2020-06-12,,,
DB01603,Meticillin,http://en.wikipedia.org/wiki/Methicillin,2020-06-12,,,
DB00704,Naltrexone,http://en.wikipedia.org/wiki/Naltrexone,2022-05-02,['adult'],A medication used to treat overdoses of opioids such as morphine and fentanyl.,A narcotic antagonist used in opioid overdose.
DB06768,Ammonium lactate,http://en.wikipedia.org/wiki/Ammonium_lactate,2021-02-21,,A medication used to reduce skin dryness and itching in various skin conditions.,"An inorganic compound used for the symptomatic treatment of dry, scaly skin (xerosis) and ichthyosis vulgaris and for temporary relief of itching associated with these conditions."
DB02878,3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid,,2020-06-12,,,
DB14430,Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen,,2020-06-12,,,
DB14674,Estramustine phosphate,http://en.wikipedia.org/wiki/Estramustine_phosphate,2020-06-12,,,
DB04554,8-Bromoadenosine-5'-Diphosphate,,2020-06-12,,,
DB01425,Alizapride,http://en.wikipedia.org/wiki/Alizapride,2022-01-02,,"A drug used to prevent nausea and vomiting associated with medical procedures, surgeries, and cancer therapies.","A dopamine antagonist used to prevent nausea and vomiting associated with medical procedures, surgeries, and cancer therapies."
DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,,2020-06-12,,,
DB08860,Pitavastatin,http://en.wikipedia.org/wiki/Pitavastatin,2022-02-03,,A medication used to lower the amount of cholesterol in the blood and decrease the chance of having a heart attack or stroke.,An HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular disease including myocardial infarction and stroke.
DB13020,Apratastat,,2021-02-21,,,
DB10350,Fagus grandifolia pollen,,2020-06-12,,An extract from Fagus grandifolia pollen used in allergy testing.,An extract from Fagus grandifolia pollen used in allergy testing.
DB16131,Dapirolizumab pegol,,2021-02-21,,,
DB06401,Bazedoxifene,http://en.wikipedia.org/wiki/Bazedoxifene,2021-05-07,,"A medication used in the treatment of menopausal symptoms, as well as the treatment and prevention of osteoporosis.",A selective estrogen receptor modulator (SERM) used to treat moderate to severe vasomotor symptoms in menopause and osteoporosis alone or in combination with conjugated estrogens.
DB03011,Adenosine-5'-(Dithio)Phosphate,,2020-06-12,,,
DB04217,L-2-amino-3-butynoic acid,,2020-06-12,,,
DB01639,N-Methyl-Pyridoxal-5'-Phosphate,,2020-06-12,,,
DB04690,Camptothecin,http://en.wikipedia.org/wiki/Camptothecin,2021-01-07,,,
DB01511,Delorazepam,http://en.wikipedia.org/wiki/Delorazepam,2021-05-05,,A drug used to treat more severe forms of anxiety disorders and insomnia.,A benzodiazepine used to manage severe anxiety disorders and insomnia.
DB07301,Carbazole,http://en.wikipedia.org/wiki/Carbazole,2020-06-12,,,
DB08880,Teriflunomide,http://en.wikipedia.org/wiki/Teriflunomide,2022-05-02,,A medication used to treat patients with the relapsing-remitting form of multiple sclerosis.,A pyrimidine synthesis inhibitor with anti-inflammatory and immunomodulatory properties used to treat patients with the relapsing-remitting form of multiple sclerosis.
DB15751,MRx-4DP0004,,2021-05-14,,A type of good bacteria used to treat diarrhea.,A probiotic bacteria indicated in the treatment of diarrhea.
DB06508,GW-559090,,2020-06-12,,,
DB00266,Dicoumarol,http://en.wikipedia.org/wiki/Dicoumarol,2022-05-02,,,
DB16410,Datopotamab deruxtecan,,2021-02-21,,,
DB06331,4-O-Demethylpenclomedine,,2020-06-12,,,
DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",,2020-06-12,,,
DB07663,"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",,2020-06-12,,,
DB04335,Inosine,http://en.wikipedia.org/wiki/Inosine,2021-09-28,,A nutritional product used to improve athletic performance and a medication to help in some scientific laboratory procedures that help rejuvenate stored blood donations that will be later donated to a patient who needs blood.,A nutritional supplement touted to improve athletic performance and a drug used in vitro as a red blood cell rejuvenator for a unit of red blood cells that will be used in a clinical setting.
DB10811,Penicillium italicum,http://en.wikipedia.org/wiki/Penicillium_italicum,2020-06-12,,An extract from Penicillium italicum used in allergy testing.,An extract from Penicillium italicum used in allergy testing.
DB16734,STG-001,,2021-09-27,,,
DB02998,Metribolone,http://en.wikipedia.org/wiki/Metribolone,2020-06-12,,,
DB00193,Tramadol,http://en.wikipedia.org/wiki/Tramadol,2022-05-02,['adult'],A medication used to treat moderate to severe pain.,A centrally-acting opioid agonist and SNRI (serotonin/norepinephrine reuptake inhibitor) used for the management of moderate to severe pain in adults.
DB05835,NS-3728,,2020-06-12,,,
DB12084,ADP-597,,2020-06-12,,,
DB12519,Sarcosine,http://en.wikipedia.org/wiki/Sarcosine,2020-06-12,,,
DB04101,"N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide",,2020-06-12,,,
DB11899,MK-8776,,2020-06-12,,,
DB02134,Xanthine,http://en.wikipedia.org/wiki/Xanthine,2021-05-07,,A drug used to treat liver dysfunction.,A drug used to manage uncomplicated liver dysfunction in combination with orotic acid.
DB15045,Ipafricept,,2021-02-21,,,
DB03802,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",,2020-06-12,,,
DB06185,Forodesine,http://en.wikipedia.org/wiki/Forodesine,2021-02-21,,,
DB05025,Arimoclomol,http://en.wikipedia.org/wiki/Arimoclomol,2021-02-21,,,
DB15866,CK0802,,2020-09-22,,,
DB03886,Biopterin,http://en.wikipedia.org/wiki/Biopterin,2020-06-12,,,
DB10742,Quercus nigra pollen,,2020-06-12,,An extract from Quercus nigra pollen used in allergy testing.,An extract from Quercus nigra pollen used in allergy testing.
DB02215,Furoyl-Leucine,,2020-06-12,,,
DB01246,Alimemazine,http://en.wikipedia.org/wiki/Alimemazine,2022-05-02,,A medication used to reduce skin itching and treat other allergic skin reactions.,"An antihistamine agent used to prevent and relieve allergic conditions which cause pruritus and other allergic skin conditions, including urticaria."
DB08116,"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine",,2020-06-12,,,
DB00884,Risedronic acid,http://en.wikipedia.org/wiki/Risedronic_acid,2022-05-02,,A medication used to treat bone density loss.,A bisphosphonate used to treat osteoporosis and Paget's disease.
DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,,2020-06-12,,,
DB15041,Florilglutamic acid F-18,,2020-06-12,,,
DB02088,Norleucine Phosphonate,,2020-06-12,,,
DB04325,Phenethylamine,http://en.wikipedia.org/wiki/2-phenylethylamine,2020-06-12,,,
DB16163,Fasoracetam,http://en.wikipedia.org/wiki/Fasoracetam,2021-02-21,,,
DB03983,"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",,2020-06-12,,,
DB16534,"Potassium phosphate, dibasic, trihydrate",,2021-02-13,,,
DB03517,[Methylthio]Acetate,,2020-06-12,,,
DB04688,Methylecgonine,,2020-06-12,,,
DB15173,JNJ-42165279,http://en.wikipedia.org/wiki/JNJ-42165279,2020-06-12,,,
DB00310,Chlorthalidone,http://en.wikipedia.org/wiki/Chlortalidone,2022-05-02,,"A medication used as a water pill to treat high blood pressure and body swelling that is associated with certain medications, or in people with heart failure, kidney failure, or other conditions.","A diuretic used to treat hypertension or edema caused by heart failure, renal failure, hepatic cirrhosis, estrogen therapy, and other conditions."
DB13149,Protein S human,,2020-07-11,,A medication used to treat bleeding disorders and stop bleeding.,A medication used for emergency reversal of coagulation factor deficiency in vitamin K antagonist therapy.
DB05413,Tifuvirtide,,2021-02-21,,,
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,,2020-06-12,,,
DB14686,Chamaecyparis obtusa leaf,,2020-06-12,,,
DB00117,Histidine,http://en.wikipedia.org/wiki/Histidine,2022-04-12,,A nutrient used to provide nutrition to some patients who cannot eat food by mouth.,An amino acid commonly found as a component of total parenteral nutrition.
DB11583,Cetalkonium,http://en.wikipedia.org/wiki/Cetalkonium_chloride,2021-05-21,,A medication used to treat some surface infections or used as a preservative.,An antiseptic used as a preservative or to treat certain topical infections.
DB01922,"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",,2020-06-12,,,
DB10856,Bos taurus hair,,2020-06-12,,An extract from Bos taurus hair used in allergy testing.,An extract from Bos taurus hair used in allergy testing.
DB02781,"4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",,2020-06-12,,,
DB08078,{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,,2020-06-12,,,
DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,,2020-06-12,,,
DB07830,"(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE",,2020-06-12,,,
DB16773,Tyrphostin AG 555,,2022-03-17,,,
DB08733,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE",,2020-06-12,,,
DB10664,Watercress,http://en.wikipedia.org/wiki/Watercress,2020-06-12,,An extract from Watercress used in allergy testing.,An extract from Watercress used in allergy testing.
DB01758,3-Iodo-Tyrosine,,2020-06-12,,,
DB10323,Streptococcus pneumoniae type 5 capsular polysaccharide antigen,,2020-06-12,,,
DB04905,Tesmilifene,http://en.wikipedia.org/wiki/Tesmilifene,2021-02-21,,,
DB16149,Efavaleukin alfa,,2021-02-21,,,
DB03508,Diethylene glycol ethyl methyl ether,,2020-06-12,,,
DB13189,Calcitonin porcine,,2020-06-13,,,
DB07964,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",,2020-06-12,,,
DB09324,Sulbactam,http://en.wikipedia.org/wiki/Sulbactam,2021-05-07,,An antibiotic medication combined with other antibiotics that is used to treat a variety of infections in the body.,An beta-lactamase inhibitor antibiotic combined with other antibiotics to treat a variety of susceptible bacterial infections.
DB03073,3-Methoxybenzamide,,2020-06-12,,,
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,,2020-06-12,,,
DB02501,N(2)-succinyl-L-arginine,,2020-07-02,,,
DB02588,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",,2020-08-01,,,
DB12939,Nikkomycin Z,http://en.wikipedia.org/wiki/Nikkomycin,2020-06-12,,,
DB04872,Osanetant,http://en.wikipedia.org/wiki/Osanetant,2021-02-21,,,
DB00664,Sulfametopyrazine,http://en.wikipedia.org/wiki/Sulfalene,2022-01-02,"['adult', 'children']",An antibiotic medication used to treat and prevent infections.,An antibiotic used in the treatment or prevention of bacterial infections and malaria.
DB07931,Hexestrol,http://en.wikipedia.org/wiki/Hexestrol,2022-01-02,,,
DB14946,PCO-371,,2020-06-12,,,
DB16629,Serdexmethylphenidate,http://en.wikipedia.org/wiki/Serdexmethylphenidate,2021-03-09,,A medication used to treat Attention Deficit Hyperactivity Disorder (ADHD).,A prodrug of the CNS stimulant dexmethylphenidate used as a first-line treatment for Attention Deficit Hyperactivity Disorder (ADHD).
DB12030,Fluorescein lisicol,,2021-02-21,,,
DB14435,"Influenza B virus B/Hong Kong/259/2010 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",,2020-06-12,,,
DB02720,alpha-D-glucopyranosyl-2-carboxylic acid amide,,2020-08-01,,,
DB13217,Fentiazac,http://en.wikipedia.org/wiki/Fentiazac,2021-02-21,,,
DB00053,Imiglucerase,http://en.wikipedia.org/wiki/Imiglucerase,2022-05-02,"['adolescent', 'adult', 'pediatric']","A medication used to treat Gaucher disease, a genetic disorder.",A form of recombinant human beta-glucocerebrosidase enzyme used to replace the deficient endogenous enzyme in the treatment of Gaucher disease.
DB03028,1h-Benoximidazole-2-Carboxylic Acid,,2020-06-12,,,
DB12807,Naptumomab estafenatox,http://en.wikipedia.org/wiki/Naptumomab_estafenatox,2021-02-24,,,
DB14424,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (propiolactone inactivated),,2020-06-12,,,
DB08973,Fluclorolone acetonide,http://en.wikipedia.org/wiki/Fluclorolone_acetonide,2021-02-21,,,
DB15192,ABT-288,,2020-06-12,,,
DB09152,Nitrogen,http://en.wikipedia.org/wiki/Nitrogen,2022-05-02,,A medicinal gas sometimes used to treat skin conditions.,A cryogenic agent used to treat various benign and malignant skin lesions.
DB01698,Rutin,http://en.wikipedia.org/wiki/Rutin,2021-05-06,,A natural compound found in over-the-counter vitamin supplements.,A flavonoid found in over-the-counter vitamin supplements.
DB15586,Patulin,http://en.wikipedia.org/wiki/Patulin,2020-06-12,,,
DB14650,Menadiol diphosphate,,2020-06-12,,,
DB05484,MDX-018,,2020-06-12,,,
DB06022,GlycoPEG-GCSF,,2020-06-12,,,
DB14020,Benzoin,http://en.wikipedia.org/wiki/Benzoin,2021-01-08,,,
DB14368,Capsicum annuum whole,,2020-06-12,,,
DB05803,ISIS 14803,,2020-06-12,,,
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",http://en.wikipedia.org/wiki/Phosphocholine,2020-06-12,,,
DB06133,Dimethylcurcumin,http://en.wikipedia.org/wiki/Dimethylcurcumin,2020-06-12,,,
DB00350,Minoxidil,http://en.wikipedia.org/wiki/Minoxidil,2022-05-02,,"A drug used to treat high blood pressure that is severe enough to cause symptoms and organ damage, and has not responded well to other medications.",An antihypertensive vasodilating agent used for resistant hypertension that is symptomatic or has caused end organ damage.
DB14947,Bermekimab,http://en.wikipedia.org/wiki/Bermekimab,2021-02-21,,,
DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",,2020-06-12,,,
DB11516,Dithiazanine,,2020-06-12,,,
DB05755,BF-37,,2020-06-12,,,
DB14298,Gambir,http://en.wikipedia.org/wiki/Gambir,2020-06-12,,,
DB04920,Clevidipine,http://en.wikipedia.org/wiki/Clevidipine,2022-05-02,,A medication used to lower blood pressure.,A dihydropyridine L-type calcium channel blocker used to lower blood pressure when oral antihypertensive therapy is not feasible or not desirable.
DB07064,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",,2020-06-12,,,
DB07509,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,,2020-06-12,,,
DB14209,Trandolaprilat,,2021-02-21,,,
DB08491,N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE,,2020-06-12,,,
DB06082,PX-478,,2020-06-12,,,
DB04389,Ado-P-Ch2-P-Ps-Ado,,2020-06-12,,,
DB14064,Emopamil,http://en.wikipedia.org/wiki/Emopamil,2021-02-21,,,
DB00498,Phenindione,http://en.wikipedia.org/wiki/Phenindione,2022-05-02,,,
DB00465,Ketorolac,http://en.wikipedia.org/wiki/Ketorolac,2022-05-02,"['adult', 'seniors']","A painkiller used to treat moderate to severe pain, some types of arthritis, menstrual conditions, and headaches.","An NSAID used to treat moderate to severe pain, rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, menstrual disorders, and headaches."
DB01765,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",,2020-06-12,,,
DB16409,Tiragolumab,,2021-02-21,,,
DB06920,Eribaxaban,,2021-02-21,,,
DB14544,Hydrocortisone valerate,http://en.wikipedia.org/wiki/Hydrocortisone_valerate,2022-05-02,['adult'],A medication used to treat certain skin conditions.,A corticosteroid used to treat inflammatory and pruritic corticosteroid-responsive dermatoses.
DB08376,"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",,2020-06-12,,,
DB01925,"2'-Chloro-Biphenyl-2,3-Diol",,2020-06-12,,,
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,,2020-06-12,,,
DB00073,Rituximab,http://en.wikipedia.org/wiki/Rituximab,2022-05-02,['pediatric'],A medication used to treat a variety of immune system disorders as well as some cancers.,"A monoclonal anti-CD20 antibody used to treat non-Hodgkin's lymphoma, chronic lymphocytic leukemia, Wegener's granulomatosis, pemphigus vulgaris, and rheumatoid arthritis."
DB16251,Necuparanib,,2021-02-21,,,
DB02920,Zn(Ii)-(20-Oxo-Protoporphyrin Ix),,2020-06-12,,,
DB09493,Technetium Tc-99m red blood cells,,2022-02-03,,A medication used during diagnostic tests to detect signs of bleeding events along the digestive tract.,"A diagnostic radiopharmaceutical agent used for blood pool imaging, including cardiac first pass and gated equilibrium imaging and for detection of sites of gastrointestinal bleeding."
DB07348,Brefeldin A,http://en.wikipedia.org/wiki/Brefeldin_A,2020-06-12,,,
DB07979,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",,2020-06-12,,,
DB09226,Brilaroxazine,http://en.wikipedia.org/wiki/RP5063,2021-02-21,,,
DB03997,L-histidinol phosphate,,2020-06-12,,,
DB02027,N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine,,2020-06-12,,,
DB08922,Perospirone,http://en.wikipedia.org/wiki/Perospirone,2021-02-21,,,
DB00905,Bimatoprost,http://en.wikipedia.org/wiki/Bimatoprost,2022-05-02,,"A medication used to treat high pressure in the eyes and glaucoma, as well as to make eyelashes grow.",A prostaglandin analog used to treat hypotrichosis of the eyelashes and intraocular pressure in open angle glaucoma or ocular hypertension.
DB13830,Copper usnate,http://en.wikipedia.org/wiki/Copper_usnate,2020-06-12,,,
DB04040,"N-[1,3-Di(4-morpholinyl)-2-propanyl]-3-(α-D-galactopyranosyloxy)-5-nitrobenzamide",,2020-06-12,,,
DB06119,Cenobamate,http://en.wikipedia.org/wiki/Cenobamate,2021-02-21,['adult'],A medication used to treat some types of seizures.,A small molecule drug indicated to treat partial onset seizures in adults.
DB00685,Trovafloxacin,http://en.wikipedia.org/wiki/Trovafloxacin,2022-01-02,,"An antibiotic used to treat gonorrhea and chlamydia, which are sexually transmitted infections (STIs).",An antibiotic used to treat gonorrhea and chlamydia.
DB13725,Terodiline,http://en.wikipedia.org/wiki/Terodiline,2021-02-21,,,
DB14241,"Caviar, unspecified",,2020-06-12,,,
DB01278,Pramlintide,http://en.wikipedia.org/wiki/Pramlintide,2022-02-03,,"A medication used to control blood sugar in type 1 and type 2 diabetes, typically in combination with mealtime insulin.",An amylin analog used for the management of type 1 and type 2 diabetes mellitus as an adjunct to preprandial insulin therapy in patients without adequate glycemic control of insulin therapy.
DB02091,"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",,2020-06-12,,,
DB07882,"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID",,2020-06-12,,,
DB02090,A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor,,2020-06-12,,,
DB13373,Acriflavine,http://en.wikipedia.org/wiki/Acriflavine,2021-06-02,,A medication used to treat infected skin wounds.,A topical antiseptic indicated in the treatment of infected wounds and for skin disinfection.
DB11667,2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine,,2020-06-12,,,
DB09479,Rubidium Rb-82,,2021-10-07,,A medication used during diagnostic tests to look at how well blood flows through the heart muscle.,A radiopharmaceutical diagnostic agent used for Positron Emission Tomography (PET) imaging of the myocardium to evaluate regional myocardial perfusion in adult patients with suspected or existing coronary artery disease.
DB14500,Potassium,http://en.wikipedia.org/wiki/Potassium,2022-05-02,,A medication used to treat low potassium in the blood and also to clear the colon before a colonoscopy.,A medication used to treat hypokalemic conditions and to clear the colon prior to colonoscopy.
DB13468,Etybenzatropine,http://en.wikipedia.org/wiki/Etybenzatropine,2021-02-21,,,
DB14144,p-Aminophenol,http://en.wikipedia.org/wiki/4-Aminophenol,2020-06-12,,,
DB12726,Monteplase,http://en.wikipedia.org/wiki/Monteplase,2021-02-21,,,
DB03066,D-Lactic acid,,2020-06-12,,,
DB02520,Ditiocarb,,2020-07-02,,,
DB14449,Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen,,2020-06-12,,,
DB02202,"(S)-butane-1,3-diol",,2020-06-12,,,
DB14563,Magnolia kobus bark,,2020-06-12,,,
DB04487,N-Methylleucine,,2020-06-12,,,
DB10701,Rhodotorula mucilaginosa,,2020-06-12,,An extract from Rhodotorula mucilaginosa used in allergy testing.,An extract from Rhodotorula mucilaginosa used in allergy testing.
DB03256,(6R)-Folinic acid,,2021-06-08,,A drug used to treat and prevent iron and folic acid deficiency.,A drug used to treat and prevent iron and folic acid deficiency.
DB05786,Irofulven,http://en.wikipedia.org/wiki/Irofulven,2021-02-21,,,
DB14267,Rumex crispus whole,,2021-06-22,,,
DB14218,Telotristat,http://en.wikipedia.org/wiki/Telotristat_ethyl,2021-02-21,,,
DB15870,Probiorinse,,2020-09-22,,,
DB06813,Pralatrexate,http://en.wikipedia.org/wiki/Pralatrexate,2022-05-02,,An anticancer medication used to treat a type of blood cancer.,An antineoplastic agent used for the treatment of relapsed or refractory peripheral T-cell lymphoma.
DB03900,tert-butanol,http://en.wikipedia.org/wiki/Tert-Butyl_alcohol,2020-06-12,,,
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",,2020-06-12,,,
DB02395,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",,2020-07-02,,,
DB12190,Faropenem,http://en.wikipedia.org/wiki/Faropenem,2021-02-21,,,
DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",,2020-06-12,,,
DB01241,Gemfibrozil,http://en.wikipedia.org/wiki/Gemfibrozil,2022-05-02,,A medication used to lower the amount of cholesterol in the blood and decrease the chance of having a heart attack or stroke.,A lipid regulator that is used in the reduction of serum triglyceride levels in high-risk patients with hyperlipidemia.
DB06711,Naphazoline,http://en.wikipedia.org/wiki/Naphazoline,2022-05-02,,A medication used to reduce nasal stuffiness and eye redness.,"A sympathomimetic vasoconstrictor used for the symptomatic relief of redness and itching of the eye, and nasal congestion."
DB04745,2-Hydroxyquinoline,,2020-06-12,,,
DB06276,Tanomastat,http://en.wikipedia.org/wiki/Tanomastat,2021-02-21,,,
DB10423,Acremonium strictum,http://en.wikipedia.org/wiki/Acremonium_strictum,2020-06-12,,An extract from Acremonium strictum used in allergy testing.,An extract from Acremonium strictum used in allergy testing.
DB04659,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",,2020-06-12,,,
DB08740,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",,2020-06-12,,,
DB06678,Esmirtazapine,http://en.wikipedia.org/wiki/Esmirtazapine,2021-05-07,,,
DB14940,Aspartyl-alanyl-diketopiperazine,,2020-06-12,,,
DB01857,Phosphoaspartate,,2020-06-12,,,
DB06077,Lumateperone,http://en.wikipedia.org/wiki/Lumateperone,2022-04-28,['adult'],A medication used to treat patients with schizophrenia.,A novel 2nd generation antipsychotic used to manage both positive and negative symptoms in patients with schizophrenia.
DB03722,"3,4-Dihydro-5-Methyl-Isoquinolinone",,2020-06-12,,,
DB11007,Cytisus scoparius flowering top,,2020-06-12,,An extract from Cytisus scoparius flowering top used in allergy testing.,An extract from Cytisus scoparius flowering top used in allergy testing.
DB14268,Swertia japonica whole flowering,,2020-06-12,,,
DB05124,ARC183,,2020-06-12,,,
DB01697,beta-cellotriose,,2020-06-12,,,
DB05855,Rivanicline,http://en.wikipedia.org/wiki/Rivanicline,2021-02-21,,,
DB03075,(Diphosphono)Aminophosphonic Acid,,2020-06-12,,,
DB11276,Pine needle oil (pinus mugo),,2020-06-12,,,
DB14006,Choline salicylate,http://en.wikipedia.org/wiki/Choline,2022-02-03,['pediatric'],,
DB11606,Susoctocog alfa,http://en.wikipedia.org/wiki/Susoctocog_alfa,2022-05-02,,A medication used to treat bleeding disorders and stop bleeding.,A recombinant Factor VIII used to treat and prevent bleeding in hemophilia A.
DB03241,1-Amino-1-Carbonyl Pentane,,2020-06-12,,,
DB05959,ENMD-1198,,2020-06-12,,,
DB01180,Rescinnamine,http://en.wikipedia.org/wiki/Rescinnamine,2021-05-07,,,
DB13813,Iodoform,http://en.wikipedia.org/wiki/Iodoform,2022-05-02,,,
DB05683,Iodofiltic acid I-123,,2020-06-12,,,
DB11197,Ferrous cysteine glycinate,,2021-09-28,,An ingredient found in supplements and vitamins.,An ingredient found in a variety of supplements and vitamins.
DB01450,Dihydroetorphine,http://en.wikipedia.org/wiki/Dihydroetorphine,2020-06-12,,,
DB06733,Bafilomycin A1,http://en.wikipedia.org/wiki/Bafilomycin,2020-06-12,,,
DB16728,Lirentelimab,http://en.wikipedia.org/wiki/Lirentelimab,2021-09-03,,,
DB11874,Crocin,http://en.wikipedia.org/wiki/Crocin,2020-06-12,,,
